UserId,VoteTypeId,n
"1477797","2","22"
"1477797","3","1"
"1477800","3","1"
"1477803","2","3"
"1477809","2","4"
"1477809","3","2"
"1477810","2","8"
"1477810","3","2"
"1477812","2","7"
"1477816","2","239"
"1477816","3","64"
"1477818","2","5"
"1477818","3","1"
"1477824","2","8"
"1477828","2","1"
"1477829","2","39"
"1477829","3","25"
"1477830","2","1"
"1477830","3","1"
"1477831","3","8"
"1477834","2","6"
"1477834","3","1"
"1477837","2","2"
"1477837","3","1"
"1477840","2","3"
"1477845","2","3"
"1477845","3","1"
"1477853","2","46"
"1477853","3","12"
"1477854","2","1"
"1477855","2","1"
"1477860","2","1"
"1477862","2","13"
"1477862","3","5"
"1477863","3","1"
"1477864","2","2"
"1477864","3","1"
"1477869","2","15"
"1477869","3","6"
"1477870","2","2"
"1477871","2","64"
"1477871","3","7"
"1477872","2","2"
"1477873","2","1"
"1477874","2","7"
"1477876","2","28"
"1477881","3","2"
"1477885","2","1"
"1477886","2","12"
"1477886","3","7"
"1477887","2","33"
"1477887","3","2"
"1477890","2","1"
"1477891","2","2"
"1477891","3","2"
"1477892","2","1"
"1477896","2","3"
"1477897","2","5"
"1477901","2","36"
"1477901","3","3"
"1477903","2","6"
"1477905","2","2"
"1477907","2","1"
"1477908","3","6"
"1477911","2","1"
"1477911","3","1"
"1477913","2","6"
"1477913","3","5"
"1477914","2","1"
"1477917","2","3"
"1477918","3","2"
"1477920","2","3"
"1477921","2","1"
"1477922","2","10"
"1477923","2","1"
"1477924","2","153"
"1477924","3","1"
"1477926","2","33"
"1477926","3","14"
"1477932","2","1"
"1477934","2","14"
"1477936","2","2"
"1477938","2","22"
"1477938","3","1"
"1477940","2","8"
"1477944","2","1"
"1477949","2","2"
"1477950","2","33"
"1477950","3","5"
"1477951","2","6"
"1477951","3","1"
"1477953","3","4"
"1477955","2","39"
"1477955","3","10"
"1477956","2","6"
"1477956","3","1"
"1477957","2","5"
"1477957","3","3"
"1477959","2","10"
"1477960","2","5"
"1477961","3","3"
"1477964","2","73"
"1477966","2","10"
"1477966","3","3"
"1477968","2","1"
"1477974","2","1"
"1477980","2","1"
"1477982","2","2"
"1477982","3","1"
"1477983","2","2"
"1477987","2","3"
"1477988","2","4"
"1477988","3","4"
"1477990","2","1"
"1477991","2","3"
"1477992","2","24"
"1477992","3","2"
"1477994","2","23"
"1477994","3","4"
"1477995","2","14"
"1477995","3","5"
"1477996","2","1"
"1478002","2","1"
"1478002","3","4"
"1478004","2","21"
"1478004","3","3"
"1478005","2","1"
"1478006","2","7"
"1478006","3","1"
"1478008","2","68"
"1478008","3","9"
"1478010","2","6"
"1478010","3","5"
"1478011","2","1"
"1478014","2","1"
"1478017","2","1"
"1478018","2","1"
"1478019","2","6"
"1478020","2","1"
"1478020","3","1"
"1478021","3","1"
"1478024","2","1"
"1478027","2","4"
"1478028","2","1"
"1478028","3","2"
"1478031","2","1"
"1478031","3","1"
"1478032","2","4"
"1478032","3","2"
"1478036","2","1"
"1478038","2","3"
"1478041","2","1"
"1478049","2","4"
"1478053","2","11"
"1478054","2","12"
"1478058","2","63"
"1478058","3","1"
"1478062","2","5"
"1478067","2","27"
"1478070","2","1"
"1478075","2","2"
"1478076","2","6"
"1478077","2","2"
"1478077","3","5"
"1478078","2","2"
"1478079","2","1"
"1478079","3","1"
"1478081","2","1"
"1478085","2","70"
"1478085","3","5"
"1478090","2","1"
"1478091","2","1"
"1478091","3","1"
"1478092","2","4"
"1478092","3","1"
"1478093","2","25"
"1478093","3","1"
"1478094","2","8"
"1478094","3","1"
"1478095","2","12"
"1478096","2","4"
"1478098","2","11"
"1478098","3","2"
"1478099","2","3"
"1478100","2","1"
"1478101","2","1"
"1478106","2","1"
"1478108","2","2"
"1478110","2","2"
"1478110","3","1"
"1478111","2","1"
"1478111","3","1"
"1478121","2","1"
"1478124","3","5"
"1478125","2","4"
"1478127","2","2"
"1478128","2","5"
"1478128","3","1"
"1478130","2","1"
"1478132","2","1"
"1478133","2","84"
"1478133","3","13"
"1478137","2","54"
"1478137","3","21"
"1478141","2","1"
"1478142","2","2"
"1478143","2","8"
"1478144","2","5"
"1478144","3","3"
"1478145","2","4"
"1478146","2","4"
"1478147","2","1"
"1478148","2","24"
"1478148","3","1"
"1478149","2","2"
"1478151","2","2"
"1478152","2","2"
"1478152","3","3"
"1478153","2","2"
"1478158","2","1"
"1478160","2","1"
"1478160","3","1"
"1478161","2","3"
"1478161","3","1"
"1478162","2","2"
"1478165","2","2"
"1478165","3","3"
"1478166","3","3"
"1478167","2","8"
"1478167","3","2"
"1478168","2","3"
"1478175","2","1"
"1478176","2","12"
"1478176","3","1"
"1478180","2","25"
"1478180","3","1"
"1498102","2","1"
"1498109","2","187"
"1498109","3","7"
"1498110","2","2"
"1498110","3","1"
"1498113","2","1"
"1498116","2","6"
"1498116","3","3"
"1498118","2","4"
"1498119","2","13"
"1498119","3","15"
"1498121","2","2"
"1498125","2","10"
"1498126","2","3"
"1498126","3","1"
"1498131","2","1"
"1498133","2","1"
"1498135","2","1"
"1498135","3","1"
"1498136","2","4"
"1498136","3","1"
"1498138","2","3"
"1498138","3","1"
"1498143","2","1"
"1498147","2","47"
"1498147","3","1"
"1498151","2","5"
"1498153","2","1"
"1498158","2","265"
"1498158","3","12"
"1498159","2","86"
"1498159","3","32"
"1498161","2","1"
"1498165","2","37"
"1498165","3","3"
"1498172","2","1"
"1498172","3","1"
"1498174","2","1"
"1498175","2","2"
"1498175","3","1"
"1498178","2","2"
"1498180","2","3"
"1498183","2","1"
"1498185","2","1"
"1498190","3","2"
"1498192","2","40"
"1498192","3","4"
"1498194","2","4"
"1498198","2","3"
"1498200","2","14"
"1498200","3","4"
"1498201","2","4"
"1498202","2","1"
"1498203","2","6"
"1498208","2","1"
"1498211","2","6"
"1498211","3","9"
"1498214","2","3"
"1498217","2","16"
"1498217","3","1"
"1498219","2","3"
"1498222","2","2"
"1498224","2","2"
"1498225","2","32"
"1498225","3","5"
"1498231","2","3"
"1498232","2","1"
"1498233","2","1"
"1498233","3","4"
"1498235","2","6"
"1498235","3","1"
"1498240","2","24"
"1498240","3","2"
"1498242","2","1"
"1498245","2","24"
"1498245","3","5"
"1498248","3","2"
"1498250","2","9"
"1498252","2","3"
"1498253","2","3"
"1498255","2","2"
"1498256","2","2"
"1498257","2","16"
"1498262","2","1"
"1498262","3","2"
"1498263","2","14"
"1498267","3","1"
"1498270","2","2"
"1498270","3","2"
"1498271","2","2"
"1498273","2","1"
"1498275","2","1"
"1498277","2","8"
"1498282","2","8"
"1498287","2","1"
"1498289","2","1"
"1498291","2","21"
"1498299","2","1"
"1498300","2","51"
"1498303","2","71"
"1498303","3","8"
"1498304","2","3"
"1498308","2","3"
"1498309","2","3"
"1498311","2","1"
"1498320","2","1"
"1498321","2","5"
"1498322","2","40"
"1498324","2","18"
"1498329","2","18"
"1498329","3","2"
"1498335","3","1"
"1498336","2","6"
"1498336","3","10"
"1498337","2","2"
"1498339","2","27"
"1498339","3","1"
"1498340","2","1"
"1498341","2","1"
"1498343","2","1"
"1498343","3","1"
"1498344","2","1"
"1498345","2","11"
"1498345","3","1"
"1498346","2","3"
"1498347","2","8"
"1498347","3","3"
"1498350","2","1"
"1498351","2","5"
"1498352","2","82"
"1498356","2","1"
"1498362","2","2"
"1498362","3","2"
"1498363","2","17"
"1498365","2","5"
"1498366","2","1"
"1498369","2","1"
"1498371","2","2"
"1498377","2","6"
"1498378","2","1"
"1498378","3","1"
"1498380","2","8"
"1498380","3","2"
"1498381","2","2"
"1498382","2","1"
"1498382","3","3"
"1498384","2","2"
"1498386","2","2"
"1498389","2","122"
"1498389","3","1"
"1498390","2","4"
"1498391","2","8"
"1498397","2","1"
"1498398","2","25"
"1498398","3","4"
"1498399","2","2"
"1498400","2","14"
"1498400","3","2"
"1498401","2","11"
"1498403","2","2"
"1498404","2","1"
"1498404","3","1"
"1498405","2","19"
"1498405","3","1"
"1498407","3","2"
"1498414","2","5"
"1498414","3","1"
"1498415","2","9"
"1498415","3","5"
"1498416","2","2"
"1498423","2","4"
"1498424","2","2"
"1498424","3","8"
"1498425","2","1"
"1498427","2","159"
"1498427","3","38"
"1498429","2","2"
"1498437","2","1"
"1498438","2","3"
"1498439","2","19"
"1498440","2","3"
"1498442","2","2"
"1498443","2","2"
"1498446","2","2"
"1498446","3","1"
"1498447","2","5"
"1498447","3","1"
"1498452","2","11"
"1498452","3","1"
"1498454","2","1"
"1498455","2","2"
"1498456","2","5"
"1498457","2","1"
"1498460","2","3"
"1498461","2","5"
"1498461","3","1"
"1498463","3","2"
"1498464","2","1"
"1498464","3","1"
"1498468","2","1"
"1498468","3","2"
"1498469","2","2"
"1498474","2","2"
"1498482","2","1"
"1498485","2","2"
"1498486","2","1"
"1498488","2","18"
"1498488","3","9"
"1498490","2","4"
"1498491","2","4"
"1498493","2","503"
"1498493","3","18"
"1498499","2","2"
"1498499","3","1"
"1498501","2","1"
"1498508","2","3"
"1498510","2","14"
"1498510","3","5"
"1498511","2","3"
"1498511","3","1"
"1498512","2","3"
"1498513","2","2"
"1498513","3","5"
"1498514","2","12"
"1498514","3","1"
"1498519","2","2"
"1498524","2","11"
"1498532","2","2"
"1498533","2","1"
"1498535","2","3"
"1498536","3","3"
"1498537","2","3"
"1498541","3","1"
"1498543","2","1"
"1498544","2","6"
"1498548","2","1"
"1498550","2","68"
"1498550","3","11"
"1498553","2","10"
"1498555","2","9"
"1498555","3","1"
"1498556","2","6"
"1498557","2","5"
"1498557","3","1"
"1498564","2","11"
"1498565","2","35"
"1498566","2","3"
"1498572","2","11"
"1498575","2","2"
"1498575","3","1"
"1498576","2","1"
"1498576","3","3"
"1498578","3","1"
"1498579","2","52"
"1498579","3","3"
"1498580","2","2270"
"1498580","3","21"
"1498581","2","1"
"1498582","2","4"
"1498586","2","17"
"1498586","3","2"
"1498589","2","9"
"1498590","2","10"
"1498591","2","1"
"1498593","2","42"
"1498593","3","2"
"1498598","2","1"
"1498599","2","1"
"1498601","2","1"
"1498604","2","2"
"1498605","2","5"
"1498605","3","3"
"1498610","2","1"
"1498611","2","7"
"1498618","2","1"
"1498619","2","8"
"1498620","2","7"
"1498622","2","11"
"1498622","3","1"
"1498624","2","5"
"1498624","3","2"
"1498627","2","1"
"1498628","2","16"
"1498628","3","3"
"1498633","2","1"
"1498635","2","4"
"1498636","2","73"
"1498636","3","1"
"1498637","2","3"
"1498645","2","4"
"1498645","3","2"
"1498646","2","4"
"1498647","2","2"
"1498650","2","1"
"1498651","2","3"
"1498652","2","10"
"1498652","3","3"
"1498653","2","5"
"1498653","3","2"
"1498662","2","1"
"1498662","3","8"
"1498667","2","2"
"1498668","3","2"
"1498669","2","18"
"1498669","3","2"
"1498672","3","2"
"1498674","2","2"
"1498675","2","2"
"1498675","3","1"
"1498676","2","1"
"1498676","3","1"
"1498678","2","4"
"1498681","2","2"
"1498684","2","12"
"1498686","2","6"
"1498686","3","2"
"1498687","2","27"
"1498689","2","5"
"1498693","2","11"
"1498699","2","14"
"1498699","3","7"
"1498705","2","30"
"1498715","2","2"
"1498721","2","2"
"1498722","2","2"
"1498724","2","8"
"1498724","3","1"
"1498727","2","1"
"1498733","2","3"
"1498734","2","23"
"1498734","3","3"
"1498739","2","2"
"1498744","2","1"
"1498746","2","2"
"1498754","2","35"
"1498754","3","4"
"1498756","2","7"
"1498759","2","1"
"1498760","2","1"
"1498765","2","1"
"1498768","2","2"
"1498768","3","1"
"1498770","2","1"
"1498773","2","1"
"1498775","2","3"
"1498778","2","1"
"1498779","2","92"
"1498779","3","5"
"1498782","2","2"
"1498783","2","4"
"1498786","2","2"
"1498786","3","1"
"1498788","2","11"
"1498788","3","1"
"1498789","2","13"
"1498789","3","16"
"1498796","2","21"
"1498796","3","2"
"1498801","2","1"
"1498804","2","7"
"1498805","2","1"
"1498806","2","3"
"1498809","3","3"
"1498812","3","2"
"1498817","2","2"
"1498821","2","3"
"1498822","2","2"
"1498823","2","57"
"1498823","3","3"
"1498824","2","2"
"1498826","2","17"
"1498826","3","5"
"1498827","2","1"
"1498827","3","1"
"1498830","2","49"
"1498830","3","1"
"1498832","2","2"
"1498832","3","1"
"1498834","2","8"
"1498834","3","1"
"1498836","3","1"
"1498837","2","52"
"1498837","3","3"
"1498838","2","2"
"1498840","2","5"
"1498840","3","3"
"1498841","2","50"
"1498841","3","7"
"1498842","2","3"
"1498842","3","1"
"1498848","2","5"
"1498852","2","1"
"1498853","3","1"
"1498854","2","3"
"1498855","2","5"
"1498857","2","53"
"1498858","2","1"
"1498863","2","3"
"1498864","3","1"
"1498876","2","1"
"1498877","2","1"
"1498877","3","1"
"1498878","2","4"
"1498878","3","2"
"1498879","2","6"
"1498881","2","3"
"1498883","2","3"
"1498896","2","7"
"1498897","2","1"
"1498898","2","1"
"1498898","3","1"
"1498899","2","4"
"1498901","2","1"
"1498901","3","1"
"1498902","2","10"
"1498903","2","1"
"1498904","2","12"
"1498905","2","3"
"1498906","2","209"
"1498906","3","3"
"1498907","2","28"
"1498910","2","1"
"1498914","2","21"
"1498917","2","9"
"1498918","2","10"
"1498919","2","1"
"1498921","2","9"
"1498924","2","4"
"1498926","2","7"
"1498926","3","1"
"1498928","2","1"
"1498928","3","7"
"1498932","2","1"
"1498932","3","2"
"1498933","3","1"
"1498934","2","7"
"1498934","3","2"
"1498935","2","1"
"1498936","2","1"
"1498936","3","1"
"1498937","2","3"
"1498938","2","6"
"1498940","2","3"
"1498941","3","2"
"1498944","2","3"
"1498946","2","16"
"1498949","2","1"
"1498950","2","1"
"1498954","2","2"
"1498954","3","5"
"1498957","2","2"
"1498958","2","22"
"1498958","3","2"
"1498959","2","3"
"1498964","2","1"
"1567303","2","2"
"1567307","2","1"
"1567307","3","1"
"1567310","2","14"
"1567310","3","3"
"1567312","2","8"
"1567313","2","3"
"1567316","2","1"
"1567317","2","30"
"1567317","3","11"
"1567318","2","32"
"1567318","3","5"
"1567321","2","2"
"1567321","3","6"
"1567327","2","1"
"1567327","3","1"
"1567331","2","1"
"1567333","2","3"
"1567333","3","1"
"1567335","2","4"
"1567337","2","1"
"1567340","2","12"
"1567341","2","2"
"1567343","2","2"
"1567343","3","2"
"1567344","2","20"
"1567345","2","1"
"1567346","2","3"
"1567346","3","2"
"1567348","2","1"
"1567352","2","90"
"1567352","3","1"
"1567354","2","1"
"1567356","2","1"
"1567361","2","4"
"1567364","2","3"
"1567365","2","14"
"1567366","2","4"
"1567371","2","2"
"1567372","2","2"
"1567374","2","1"
"1567380","2","5"
"1567382","3","2"
"1567383","2","2"
"1567383","3","2"
"1567386","2","1"
"1567388","2","2"
"1567392","2","1"
"1567393","2","1"
"1567394","2","1"
"1567395","2","1"
"1567404","2","1"
"1567405","2","2"
"1567408","2","4"
"1567412","2","1"
"1567412","3","1"
"1567426","2","14"
"1567426","3","1"
"1567428","2","124"
"1567428","3","12"
"1567429","2","20"
"1567429","3","3"
"1567433","2","2"
"1567434","2","3"
"1567445","2","16"
"1567450","2","10"
"1567452","2","3"
"1567453","2","15"
"1567453","3","1"
"1567454","2","2"
"1567456","2","18"
"1567459","2","1"
"1567460","2","16"
"1567461","2","3"
"1567462","2","4"
"1567463","2","1"
"1567463","3","1"
"1567464","2","1"
"1567467","2","6"
"1567467","3","2"
"1567468","2","2"
"1567474","2","31"
"1567474","3","1"
"1567475","2","3"
"1567476","2","2"
"1567483","2","17"
"1567487","2","1"
"1567492","2","1"
"1567492","3","1"
"1567496","2","1"
"1567497","2","2"
"1567497","3","4"
"1567501","2","1"
"1567502","2","1"
"1567504","2","12"
"1567505","2","11"
"1567505","3","10"
"1567508","2","6"
"1567508","3","1"
"1567509","2","30"
"1567509","3","10"
"1567513","2","1"
"1567513","3","1"
"1567514","2","2"
"1567515","2","6"
"1567518","2","1"
"1567522","2","3"
"1567523","2","2"
"1567526","2","46"
"1567526","3","5"
"1567527","2","6"
"1567527","3","3"
"1567529","2","4"
"1567533","2","4"
"1567533","3","3"
"1567534","2","17"
"1567536","2","4"
"1567541","2","87"
"1567541","3","29"
"1567542","2","1"
"1567543","2","2"
"1567552","2","2"
"1567555","2","2"
"1567555","3","1"
"1567557","3","1"
"1567558","2","46"
"1567560","2","11"
"1567560","3","5"
"1567565","2","12"
"1567566","2","33"
"1567566","3","4"
"1567567","2","14"
"1567567","3","6"
"1567573","2","2"
"1567573","3","1"
"1567574","3","1"
"1567579","2","2"
"1567581","2","248"
"1567581","3","10"
"1567584","2","9"
"1567585","2","28"
"1567585","3","1"
"1567586","2","2"
"1567588","2","202"
"1567588","3","9"
"1567590","3","1"
"1567593","2","3"
"1567594","2","2"
"1567599","2","1"
"1567600","3","2"
"1567604","2","1"
"1567605","2","10"
"1567606","2","2"
"1567612","2","1"
"1567612","3","6"
"1567614","2","2"
"1567614","3","2"
"1567615","2","8"
"1567620","2","4"
"1567620","3","1"
"1567621","2","6"
"1567622","3","1"
"1567624","3","1"
"1567629","2","11"
"1567629","3","1"
"1567631","2","3"
"1567631","3","1"
"1567632","2","4"
"1567635","2","7"
"1567638","3","1"
"1567645","2","11"
"1567647","2","4"
"1567648","2","1"
"1567650","2","4"
"1567651","2","1"
"1567652","2","1"
"1567654","2","3"
"1567654","3","1"
"1567655","2","4"
"1567658","2","2"
"1567658","3","6"
"1567659","2","1"
"1567661","2","12"
"1567661","3","6"
"1567663","2","1"
"1567664","2","1"
"1567665","2","151"
"1567665","3","11"
"1567669","2","1"
"1567671","2","1"
"1567672","2","4"
"1567672","3","33"
"1567673","2","1"
"1567675","2","17"
"1567678","2","42"
"1567679","2","2"
"1567679","3","1"
"1567680","2","1"
"1567682","2","1"
"1567682","3","1"
"1567683","2","2"
"1567684","2","46"
"1567685","2","1"
"1567691","2","2"
"1567701","2","3"
"1567706","2","61"
"1567706","3","10"
"1567715","2","7"
"1567715","3","1"
"1567720","2","1"
"1567721","2","4"
"1567728","3","1"
"1567735","2","4"
"1567736","2","1"
"1567737","2","111"
"1567737","3","8"
"1567738","2","326"
"1567738","3","9"
"1567739","2","29"
"1567739","3","3"
"1567743","2","1"
"1567746","2","9"
"1567746","3","1"
"1567749","2","2"
"1567757","2","4"
"1567765","2","1"
"1567770","2","9"
"1567770","3","3"
"1567772","2","9"
"1567772","3","3"
"1567773","3","1"
"1567777","2","8"
"1567778","2","1"
"1567779","2","2"
"1567785","2","2"
"1567785","3","1"
"1567797","2","15"
"1567799","3","4"
"1567801","2","16"
"1567801","3","12"
"1567814","2","1"
"1567814","3","4"
"1567818","2","2"
"1567827","2","9"
"1567827","3","1"
"1567828","2","1"
"1567829","2","3"
"1567830","2","2"
"1567831","2","2"
"1567835","2","5"
"1567836","2","44"
"1567838","2","1"
"1567839","2","1"
"1567840","2","3"
"1567840","3","2"
"1567842","2","5"
"1567842","3","2"
"1567845","2","3"
"1567847","2","10"
"1567848","2","1"
"1567851","2","6"
"1567851","3","1"
"1567852","2","12"
"1567853","2","1"
"1567854","2","5"
"1567855","2","62"
"1567855","3","2"
"1567867","2","1"
"1567867","3","1"
"1567869","2","4"
"1567882","2","7"
"1567882","3","1"
"1567885","2","3"
"1567889","2","11"
"1567889","3","1"
"1567896","2","99"
"1567896","3","16"
"1567903","2","7"
"1567903","3","2"
"1567906","2","2"
"1567907","2","45"
"1567909","2","37"
"1567909","3","7"
"1567911","2","9"
"1567911","3","5"
"1567913","2","23"
"1567913","3","7"
"1567914","2","1"
"1567923","2","2"
"1567923","3","1"
"1567929","2","2"
"1567932","2","1"
"1567932","3","1"
"1567938","2","8"
"1567938","3","1"
"1567939","2","2"
"1567941","2","4"
"1567943","3","1"
"1567944","2","1"
"1567947","2","1"
"1567948","2","1"
"1567951","2","3"
"1567951","3","1"
"1567953","2","62"
"1567953","3","4"
"1567955","2","8"
"1567955","3","1"
"1567956","2","6"
"1567956","3","8"
"1567963","2","4"
"1567963","3","5"
"1567965","2","8"
"1567966","2","2"
"1567972","2","5"
"1567981","2","1"
"1567984","2","3"
"1567986","2","10"
"1567987","2","9"
"1567987","3","1"
"1567991","2","1"
"1567993","2","15"
"1567993","3","3"
"1567996","2","4"
"1567997","3","2"
"1568008","2","5"
"1568010","2","55"
"1568017","2","6"
"1568017","3","1"
"1568018","2","4"
"1568024","2","2"
"1568027","2","5"
"1568028","2","1"
"1568034","2","2"
"1568035","2","5"
"1568035","3","1"
"1568037","2","1"
"1568041","3","1"
"1568042","2","7"
"1568044","2","3"
"1568049","2","3"
"1568049","3","1"
"1568052","2","1"
"1568052","3","2"
"1568059","2","4"
"1568062","2","1"
"1568065","2","1"
"1568067","2","1"
"1568067","3","1"
"1568070","2","5"
"1568073","2","2"
"1568075","2","1"
"1568080","2","3"
"1568080","3","1"
"1568083","2","67"
"1568083","3","2"
"1568089","2","2"
"1568090","2","2"
"1568095","2","4"
"1568096","2","1"
"1568097","2","45"
"1568097","3","2"
"1568100","2","1"
"1568102","2","3"
"1568103","2","1"
"1568104","2","3"
"1568107","2","4"
"1568107","3","1"
"1568110","2","4"
"1568114","3","3"
"1568116","2","4"
"1568120","2","13"
"1568123","2","1"
"1568124","2","2"
"1568126","2","1"
"1568129","2","1"
"1568130","2","2"
"1568134","2","3"
"1568136","2","14"
"1568143","2","1"
"1568146","2","2"
"1568148","2","1"
"1568150","2","6"
"1568152","2","34"
"1568152","3","3"
"1568154","2","1"
"1568156","2","1"
"1568157","2","4"
"1568157","3","5"
"1568159","2","1"
"1568159","3","12"
"1568160","2","62"
"1568160","3","9"
"1568162","2","2"
"1568164","2","123"
"1568164","3","10"
"1568165","2","4"
"1568166","2","3"
"1568171","2","2"
"1568174","3","8"
"1591384","2","2"
"1591387","2","4"
"1591398","2","2"
"1591399","2","1"
"1591400","2","2"
"1591402","2","2"
"1591404","2","4"
"1591405","2","2"
"1591412","2","2"
"1591413","2","1"
"1591413","3","1"
"1591414","2","1"
"1591416","2","1"
"1591418","2","2"
"1591423","2","1"
"1591426","2","5"
"1591428","2","2"
"1591430","2","2"
"1591430","3","1"
"1591431","2","1"
"1591432","2","1"
"1591433","2","71"
"1591433","3","10"
"1591434","2","21"
"1591437","2","1"
"1591438","2","1"
"1591447","2","6"
"1591449","2","4"
"1591449","3","1"
"1591450","2","3"
"1591452","2","1"
"1591454","2","1"
"1591456","2","1"
"1591457","3","2"
"1591459","2","2"
"1591461","3","5"
"1591462","2","3"
"1591470","2","1"
"1591471","2","1"
"1591474","2","7"
"1591474","3","7"
"1591480","2","1"
"1591483","2","2"
"1591483","3","1"
"1591484","2","1"
"1591487","2","18"
"1591489","2","6"
"1591490","2","3"
"1591493","2","7"
"1591494","2","2"
"1591495","2","2"
"1591497","2","1"
"1591498","2","3"
"1591501","2","20"
"1591501","3","4"
"1591502","2","4"
"1591507","2","4"
"1591507","3","1"
"1591509","2","9"
"1591509","3","6"
"1591511","2","9"
"1591512","2","1"
"1591519","2","8"
"1591527","2","1"
"1591528","2","2"
"1591528","3","1"
"1591530","2","3"
"1591530","3","1"
"1591531","2","3"
"1591538","2","4"
"1591538","3","1"
"1591540","2","1"
"1591541","2","5"
"1591547","3","1"
"1591556","2","1"
"1591559","2","2"
"1591559","3","1"
"1591560","2","1"
"1591568","2","3"
"1591568","3","3"
"1591570","2","1"
"1591570","3","1"
"1591572","2","3"
"1591573","2","28"
"1591573","3","1"
"1591577","2","2"
"1591580","2","1"
"1591581","2","6"
"1591584","2","2"
"1591588","2","3"
"1591589","2","3"
"1591593","3","1"
"1591596","2","2"
"1591598","2","10"
"1591598","3","1"
"1591610","2","1"
"1591612","2","3"
"1591613","2","2"
"1591614","2","16"
"1591616","2","3"
"1591618","2","1"
"1591618","3","4"
"1591624","2","2"
"1591625","2","7"
"1591626","2","3"
"1591630","2","1"
"1591632","2","3"
"1591632","3","2"
"1591639","2","3"
"1591643","2","15"
"1591643","3","1"
"1591647","2","2"
"1591648","2","3"
"1591651","2","10"
"1591651","3","1"
"1591653","2","16"
"1591657","2","25"
"1591659","2","5"
"1591660","2","1"
"1591661","2","6"
"1591664","2","2"
"1591666","2","1"
"1591668","2","18"
"1591668","3","2"
"1591669","2","950"
"1591669","3","13"
"1591670","2","1"
"1591673","2","2"
"1591677","2","1"
"1591681","2","16"
"1591681","3","1"
"1591682","2","2"
"1591685","2","2"
"1591687","2","3"
"1591687","3","1"
"1591691","2","1"
"1591699","2","7"
"1591700","2","11"
"1591700","3","2"
"1591701","2","1"
"1591701","3","1"
"1591702","2","1"
"1591704","2","2"
"1591717","2","15"
"1591720","2","14"
"1591720","3","2"
"1591727","2","1"
"1591727","3","1"
"1591729","2","24"
"1591730","2","73"
"1591730","3","16"
"1591731","2","44"
"1591731","3","9"
"1591737","2","2"
"1591738","2","1"
"1591738","3","1"
"1591742","2","6"
"1591744","2","21"
"1591744","3","1"
"1591746","2","1"
"1591750","2","1"
"1591751","2","2"
"1591751","3","4"
"1591753","2","1"
"1591757","2","13"
"1591758","2","1"
"1591760","2","3"
"1591760","3","2"
"1591765","2","4"
"1591765","3","3"
"1591772","2","4"
"1591775","2","2"
"1591777","2","1"
"1591779","2","7"
"1591779","3","1"
"1591781","2","2"
"1591782","2","1"
"1591783","3","1"
"1591796","2","1"
"1591796","3","2"
"1591799","2","1"
"1591799","3","10"
"1591801","2","7"
"1591801","3","1"
"1591812","2","9"
"1591812","3","1"
"1591814","2","2"
"1591819","2","30"
"1591819","3","2"
"1591823","2","5"
"1591823","3","6"
"1591826","2","3"
"1591827","2","12"
"1591829","2","1"
"1591830","2","1"
"1591830","3","5"
"1591831","2","4"
"1591838","2","2"
"1591838","3","2"
"1591847","3","4"
"1591854","2","1"
"1591859","2","2"
"1591861","2","10"
"1591861","3","6"
"1591865","2","21"
"1591866","2","3"
"1591866","3","5"
"1591872","2","1"
"1591873","2","2"
"1591878","2","1"
"1591878","3","1"
"1591880","2","1"
"1591885","2","2"
"1591885","3","1"
"1591890","2","4"
"1591890","3","2"
"1591891","2","1"
"1591892","2","1"
"1591893","2","1"
"1591895","2","11"
"1591897","2","1"
"1591898","2","2"
"1591898","3","2"
"1591899","2","1"
"1591900","2","3"
"1591903","2","4"
"1591907","2","1"
"1591912","2","1"
"1591913","2","1"
"1591917","2","28"
"1591918","2","5"
"1591919","2","3"
"1591921","2","9"
"1591922","2","1"
"1591926","2","3"
"1591932","3","1"
"1591933","2","5"
"1591934","3","1"
"1591937","2","1"
"1591937","3","2"
"1591940","2","5"
"1591944","3","2"
"1591945","2","2"
"1591951","2","2"
"1591952","2","2"
"1591956","2","5"
"1591956","3","2"
"1591957","2","13"
"1591959","2","2"
"1591962","2","1"
"1591966","3","1"
"1591974","2","4"
"1591974","3","4"
"1591976","2","13"
"1591978","2","1"
"1591979","2","1"
"1591980","2","3"
"1591982","2","3"
"1591984","2","3"
"1591987","2","1"
"1591992","2","199"
"1591992","3","5"
"1591995","2","1"
"1591998","2","43"
"1591999","2","4"
"1591999","3","2"
"1592002","2","1"
"1592003","2","3"
"1592003","3","1"
"1592004","2","1"
"1592008","2","82"
"1592008","3","1"
"1592014","2","3"
"1592014","3","2"
"1592021","2","2"
"1592023","2","3"
"1592025","3","1"
"1592028","2","1"
"1592030","2","7"
"1592036","2","3"
"1592037","2","3"
"1592039","2","23"
"1592041","2","6"
"1592042","2","1"
"1592042","3","1"
"1592044","2","1"
"1592049","2","10"
"1592049","3","1"
"1592051","2","1"
"1592052","2","13"
"1592052","3","9"
"1592054","2","2"
"1592054","3","1"
"1592056","2","4"
"1592066","2","2"
"1592069","2","171"
"1592069","3","4"
"1592070","2","1"
"1592071","2","1"
"1592071","3","1"
"1592074","2","6"
"1592082","2","15"
"1592082","3","1"
"1592088","2","37"
"1592088","3","3"
"1592089","2","5"
"1592093","2","6"
"1592094","2","3"
