QuestionId,AnswerId,VoteTypeId,n,Post Link
"609830","610120","","1","609830"
"609830","610204","2","1","609830"
"609830","610281","2","5","609830"
"609830","610572","2","1","609830"
"609831","609837","2","5","609831"
"609831","609859","2","2","609831"
"609831","609859","3","1","609831"
"609831","609887","","1","609831"
"609831","609889","2","1","609831"
"609973","8223150","","1","609973"
"609977","609995","2","1","609977"
"609977","611069","2","2","609977"
"609977","613424","2","2","609977"
"610001","610072","2","4","610001"
"610001","610135","2","3","610001"
"610001","611975","2","1","610001"
"610001","914054","","1","610001"
"610013","685007","","1","610013"
"610013","709917","2","1","610013"
"610013","807012","","1","610013"
"610014","610037","","1","610014"
"610014","610347","","1","610014"
"610016","610031","2","1","610016"
"610016","612325","","1","610016"
"610164","1033257","","1","610164"
"610165","610171","","1","610165"
"610165","610661","2","1","610165"
"610165","4567571","2","1","610165"
"610183","610198","2","5","610183"
"610185","610312","2","1","610185"
"610185","629064","2","2","610185"
"610185","7056329","2","5","610185"
"610622","610644","2","11","610622"
"610622","610658","2","2","610622"
"610622","610665","","1","610622"
"610622","610675","2","4","610622"
"610622","610683","","1","610622"
"610622","610704","","1","610622"
"610623","610632","2","2","610623"
"610623","610646","2","3","610623"
"610623","610646","3","1","610623"
"610623","610694","2","2","610623"
"610623","610881","2","15","610623"
"610623","8030960","2","2","610623"
"610890","611837","","1","610890"
"610890","621203","2","2","610890"
"610890","7873265","2","1","610890"
"610891","610936","2","5","610891"
"610891","610943","2","1","610891"
"611044","748351","","1","611044"
"611433","611574","2","1","611433"
"611433","611574","3","1","611433"
"611433","611587","","1","611433"
"611433","611663","2","1","611433"
"611433","611919","","1","611433"
"611709","611722","2","1","611709"
"611709","611722","3","1","611709"
"611709","611738","2","7","611709"
"611709","611738","3","1","611709"
"611709","611750","2","1","611709"
"611709","612257","2","2","611709"
"611709","612714","","1","611709"
"611712","611835","2","3","611712"
"611712","3349266","2","1","611712"
"611760","611771","2","12","611760"
"611760","611777","2","31","611760"
"611760","611800","2","8","611760"
"611760","1360262","2","6","611760"
"611760","1360262","3","2","611760"
"611760","4257978","3","6","611760"
"611760","10283300","2","4","611760"
"611888","612040","2","2","611888"
"611890","612032","2","1","611890"
"611898","611918","2","2","611898"
"611898","611952","2","1","611898"
"611898","611952","3","1","611898"
"611967","611991","","1","611967"
"611967","611995","2","7","611967"
"611967","611998","2","1","611967"
"611967","611998","3","1","611967"
"611967","612002","2","12","611967"
"611967","612145","2","2","611967"
"611967","10297471","2","2","611967"
"612428","612501","2","12","612428"
"612430","612440","2","2","612430"
"612430","612446","2","6","612430"
"612430","616531","2","59","612430"
"612430","818967","2","2","612430"
"612438","612570","2","1","612438"
"612439","612479","2","2","612439"
"612439","612528","","1","612439"
"612439","612545","2","10","612439"
"612439","612596","","1","612439"
"612439","615065","2","1","612439"
"612439","626612","","1","612439"
"612448","2354141","2","1","612448"
"612642","620004","2","2","612642"
"612646","612662","2","3","612646"
"612646","612693","2","5","612646"
"612646","612854","","1","612646"
"612646","1252973","","1","612646"
"612673","612680","2","1","612673"
"612673","612684","2","8","612673"
"612673","612690","","1","612673"
"612673","612698","","1","612673"
"612673","612699","2","4","612673"
"612673","612702","3","2","612673"
"612673","612778","","1","612673"
"612673","612835","2","4","612673"
"612673","612845","","1","612673"
"613262","1051864","2","1","613262"
"613282","613437","2","1","613282"
"613282","9526523","2","3","613282"
"613470","613511","2","7","613470"
"613470","613538","2","1","613470"
"613470","807537","2","2","613470"
"613470","2598643","","1","613470"
"613470","11962476","","1","613470"
"613470","13456247","","1","613470"
"613471","613473","2","11","613471"
"613471","613473","3","3","613471"
"613471","613477","2","3","613471"
"613471","613477","3","1","613471"
"613471","613482","2","18","613471"
"613471","613518","2","3","613471"
"613471","613565","2","11","613471"
"613471","613565","3","1","613471"
"613471","613600","2","11","613471"
"613471","613600","3","1","613471"
"613471","628180","2","3","613471"
"613471","5199330","2","1","613471"
"613471","16698596","2","5","613471"
"613471","22075729","","1","613471"
"613508","613524","2","6","613508"
"613508","613531","2","1","613508"
"613508","613549","2","2","613508"
"613652","613662","2","5","613652"
"613652","613663","2","15","613652"
"613652","613666","","1","613652"
"613652","613694","2","3","613652"
"613652","613882","2","1","613652"
"613652","614071","","1","613652"
"613652","614117","2","3","613652"
"613693","613735","2","6","613693"
"614279","614294","2","2","614279"
"614279","614299","2","1","614279"
"614279","614386","2","3","614279"
"614317","614342","2","1","614317"
"614317","614342","3","1","614317"
"614317","614346","2","6","614317"
"614317","4879222","2","1","614317"
"614482","614589","2","1","614482"
"614484","614505","2","3","614484"
"614484","614505","3","1","614484"
"614484","3333962","2","4","614484"
"614488","614560","2","2","614488"
"614488","614610","","1","614488"
"614488","614642","2","2","614488"
"614488","621994","","1","614488"
"614488","1343737","","1","614488"
"614488","1691067","","1","614488"
"614488","1713196","2","1","614488"
"614600","614653","2","2","614600"
"614600","614653","3","1","614600"
"614600","615300","","1","614600"
"614600","643607","2","1","614600"
"614600","683326","2","1","614600"
"614600","1315331","","1","614600"
"614600","2473585","2","1","614600"
"614600","12586789","2","1","614600"
"614601","614744","","1","614601"
"614601","614774","2","1","614601"
"614881","614899","2","1","614881"
"614881","614918","2","2","614881"
"614881","20651041","","1","614881"
"614916","614921","2","3","614916"
"614916","614929","","1","614916"
"614916","614938","","1","614916"
"614969","616194","","1","614969"
"615131","615909","","1","615131"
"615131","738136","2","2","615131"
"615131","1317666","2","1","615131"
"615132","1218490","2","2","615132"
"615132","1220399","2","1","615132"
"615132","5433060","2","2","615132"
"615132","6817866","2","2","615132"
"615204","615215","","1","615204"
"615204","615235","","1","615204"
"615204","615236","","1","615204"
"615204","615265","2","5","615204"
"615204","615286","2","1","615204"
"615204","615298","2","1","615204"
"615204","615443","2","1","615204"
"615206","615243","","1","615206"
"615206","615271","2","1","615206"
"615206","615278","2","4","615206"
"615206","615290","","1","615206"
"615206","615359","2","5","615206"
"615206","615386","2","3","615206"
"615206","615399","2","1","615206"
"615206","615418","","1","615206"
"615206","615435","2","2","615206"
"615206","615472","","1","615206"
"615206","615544","","1","615206"
"615206","615698","","1","615206"
"615208","615253","","1","615208"
"615208","615266","2","1","615208"
"615208","615362","","1","615208"
"615208","615430","2","2","615208"
"615208","616048","2","13","615208"
"615532","615796","","1","615532"
"615532","629996","","1","615532"
"615532","923297","","1","615532"
"615786","615846","","1","615786"
"615786","619731","","1","615786"
"615786","922480","","1","615786"
"615948","615971","2","6","615948"
"615948","616014","2","78","615948"
"615948","616014","3","1","615948"
"615948","616028","2","7","615948"
"615948","7952126","2","9","615948"
"615948","8262728","2","12","615948"
"615948","12825694","2","6","615948"
"615948","17087187","2","1","615948"
"616041","616138","","1","616041"
"616041","616215","2","2","616041"
"616041","616311","2","3","616041"
"616041","616555","2","2","616041"
"616042","617280","2","1","616042"
"616042","617280","3","1","616042"
"616046","616060","2","1","616046"
"616046","616070","2","1","616046"
"616046","616082","2","3","616046"
"616046","616082","3","1","616046"
"616046","616223","","1","616046"
"616046","628987","","1","616046"
"616135","616147","","1","616135"
"616135","616148","","1","616135"
"616135","616153","2","2","616135"
"616135","616156","2","25","616135"
"616135","616240","2","2","616135"
"616135","616253","2","7","616135"
"616292","616309","2","3","616292"
"616292","616309","3","1","616292"
"616292","616324","2","4","616292"
"616292","616335","2","2","616292"
"616292","616335","3","3","616292"
"616292","616340","3","3","616292"
"616292","616343","2","9","616292"
"616292","616343","3","1","616292"
"616292","616450","2","22","616292"
"616292","620453","2","1","616292"
"616292","621125","2","24","616292"
"616292","621138","2","2","616292"
"616292","621812","2","1","616292"
"616380","616401","2","4","616380"
"616380","616401","3","1","616380"
"616380","616415","2","5","616380"
"616380","616415","3","1","616380"
"616380","616418","2","1","616380"
"616380","616541","","1","616380"
"616380","616543","2","15","616380"
"616380","616590","2","1","616380"
"616384","616395","2","1","616384"
"616384","616449","2","4","616384"
"616482","621091","2","2","616482"
"616483","619970","2","3","616483"
"616483","692783","","1","616483"
"616483","6499308","","1","616483"
"616484","616505","2","59","616484"
"616484","616516","2","3","616484"
"616484","616520","2","2","616484"
"616484","616675","2","3","616484"
"616484","617376","2","1","616484"
"616484","13059084","","1","616484"
"616487","616552","2","5","616487"
"616487","616564","","1","616487"
"616487","1211004","","1","616487"
"616525","616529","2","1","616525"
"616525","616826","2","1","616525"
"616525","616850","2","3","616525"
"616525","616866","2","2","616525"
"616532","616546","2","1","616532"
"616532","616553","2","7","616532"
"616532","616630","2","3","616532"
"616532","616712","2","5","616532"
"616532","616742","","1","616532"
"616532","1220397","2","2","616532"
"616532","20573091","","1","616532"
"616752","616758","2","3","616752"
"616752","616758","3","22","616752"
"616752","616931","","1","616752"
"616752","617021","2","34","616752"
"616752","13496366","","1","616752"
"616808","616825","2","7","616808"
"616902","616910","2","1","616902"
"616902","616912","2","2","616902"
"616902","616923","","1","616902"
"616902","616927","2","1","616902"
"616904","617010","2","4","616904"
"616904","617162","","1","616904"
"616904","617242","2","1","616904"
"616904","1830516","","1","616904"
"616904","1830522","","1","616904"
"616904","5206948","","1","616904"
"617213","617231","2","1","617213"
"617336","617339","2","7","617336"
"617336","617342","","1","617336"
"617336","617344","2","14","617336"
"617336","617347","2","1","617336"
"617336","617351","","1","617336"
"617336","617354","2","2","617336"
"617336","617356","2","1","617336"
"617336","617363","2","2","617336"
"617336","617407","2","2","617336"
"617336","617412","","1","617336"
"617341","617388","","1","617341"
"617341","617390","","1","617341"
"617341","617538","","1","617341"
"617341","617669","2","5","617341"
"617535","617549","2","1","617535"
"617535","628202","2","3","617535"
"617535","897883","","1","617535"
"617663","617672","2","4","617663"
"617663","617988","","1","617663"
"617663","618028","","1","617663"
"617663","618707","","1","617663"
"617663","801220","","1","617663"
"617667","617932","2","2","617667"
"617667","618268","","1","617667"
"617833","617843","2","2","617833"
"617833","617856","2","1","617833"
"617833","619373","2","3","617833"
"618267","618281","2","3","618267"
"618267","618316","2","2","618267"
"618269","618298","","1","618269"
"618269","618304","2","1","618269"
"618440","618637","","1","618440"
"618440","621298","2","3","618440"
"618440","682131","2","11","618440"
"618440","3584824","2","1","618440"
"618784","618792","2","2","618784"
"618784","618801","","1","618784"
"618827","624222","2","4","618827"
"618827","806902","2","2","618827"
"618827","1020013","2","8","618827"
"618829","618869","2","5","618829"
"618829","18539847","","1","618829"
"618855","679534","2","1","618855"
"618922","618929","2","2","618922"
"618922","618931","","1","618922"
"618922","618978","","1","618922"
"618922","25017191","","1","618922"
"618958","619012","2","1","618958"
"618958","619012","3","1","618958"
"618958","619035","2","5","618958"
"618958","619060","2","2","618958"
"618958","619209","2","2","618958"
"618959","618988","2","5","618959"
"618959","619008","2","2","618959"
"618959","621618","3","1","618959"
"618960","619025","2","4","618960"
"618960","815963","2","1","618960"
"618960","914283","2","1","618960"
"619061","619101","2","4","619061"
"619061","1169863","3","1","619061"
"619120","619200","2","8","619120"
"619272","619314","2","2","619272"
"619272","619374","2","2","619272"
"619272","619377","2","7","619272"
"619272","620070","2","2","619272"
"619514","619528","2","17","619514"
"619514","619528","3","1","619514"
"619514","619600","2","2","619514"
"619514","623576","2","7","619514"
"619515","619555","","1","619515"
"619515","619561","","1","619515"
"619515","619578","","1","619515"
"619515","854380","2","1","619515"
"619518","619533","2","13","619518"
"619518","619535","2","1","619518"
"619518","619552","","1","619518"
"619704","619726","2","2","619704"
"619704","844622","2","2","619704"
"619706","619719","2","1","619706"
"619706","619722","2","3","619706"
"619706","619724","2","5","619706"
"619706","619727","","1","619706"
"619706","619729","2","3","619706"
"619706","619730","","1","619706"
"619706","619736","","1","619706"
"619706","619747","","1","619706"
"619706","619748","","1","619706"
"619706","619749","","1","619706"
"619706","619753","2","1","619706"
"619706","637557","","1","619706"
"619977","619987","2","17","619977"
"619977","620058","2","1","619977"
"619977","1186494","2","1","619977"
"619977","2348719","2","2","619977"
"619977","2803288","","1","619977"
"619977","3106112","2","2","619977"
"619977","3536596","2","3","619977"
"619977","3537055","2","3","619977"
"619977","5024011","2","13","619977"
"619977","7114582","2","3","619977"
"619977","17558795","","1","619977"
"619977","22028561","","1","619977"
"619979","620243","2","1","619979"
"619982","619996","2","7","619982"
"620065","620080","2","1","620065"
"620065","620081","3","1","620065"
"620065","620092","","1","620065"
"620065","4713779","","1","620065"
"620065","7457368","","1","620065"
"620198","620204","2","2","620198"
"620198","620207","2","7","620198"
"620198","620225","2","2","620198"
"620198","620239","","1","620198"
"620206","620321","2","6","620206"
"620215","620231","","1","620215"
"620215","703891","2","5","620215"
"620215","910742","","1","620215"
"620229","620565","2","4","620229"
"620229","620851","2","1","620229"
"620376","620393","2","2","620376"
"620376","620395","","1","620376"
"620376","620396","2","17","620376"
"620376","620398","3","1","620376"
"620376","620401","","1","620376"
"620376","5883981","2","24","620376"
"620376","5883981","3","1","620376"
"620376","23278254","","1","620376"
"620376","23431039","","1","620376"
"620467","620490","","1","620467"
"620467","620495","","1","620467"
"620467","620517","2","2","620467"
"620467","620520","","1","620467"
"620473","620481","","1","620473"
"620473","620482","2","2","620473"
"620476","620542","2","4","620476"
"620476","620550","2","2","620476"
"620560","620571","2","3","620560"
"620560","620571","3","2","620560"
"620560","620572","2","6","620560"
"620560","620594","3","1","620560"
"620560","620815","2","1","620560"
"620613","620635","","1","620613"
"620613","620639","","1","620613"
"620613","620678","","1","620613"
"620613","620718","2","1","620613"
"620661","621169","2","5","620661"
"620661","621275","","1","620661"
"620661","1217111","","1","620661"
"620661","1997991","2","1","620661"
"620661","2574715","2","41","620661"
"620661","15808785","","1","620661"
"620665","620682","2","2","620665"
"620665","620710","2","2","620665"
"620669","625296","","1","620669"
"620669","632500","","1","620669"
"620684","621070","","1","620684"
"620684","627505","2","1","620684"
"620870","620907","2","1","620870"
"620954","620975","2","8","620954"
"620954","620983","2","1","620954"
"620954","621023","2","1","620954"
"620954","1462099","","1","620954"
"620959","620963","2","6","620959"
"620959","620981","2","8","620959"
"620959","621071","2","1","620959"
"621299","621305","2","11","621299"
"621299","621310","2","35","621299"
"621299","11362620","2","9","621299"
"621299","15237657","2","2","621299"
"621470","621540","2","3","621470"
"621470","636801","2","1","621470"
"621470","1730307","","1","621470"
"621472","621517","","1","621472"
"621542","621548","2","27","621542"
"621542","621548","3","1","621542"
"621542","621554","2","1","621542"
"621542","621554","3","1","621542"
"621542","621556","2","1","621542"
"621542","621672","2","4","621542"
"621542","5390973","2","2","621542"
"621542","5390973","3","1","621542"
"621542","8785485","2","4","621542"
"621562","621583","2","3","621562"
"621840","621845","2","2","621840"
"621841","621844","","1","621841"
"621841","622195","2","1","621841"
"621841","624131","","1","621841"
"621866","621873","2","3","621866"
"621866","621908","2","4","621866"
"621868","621871","2","1","621868"
"621868","621916","2","3","621868"
"621868","621944","2","2","621868"
"621868","622365","","1","621868"
"621868","622368","","1","621868"
"621868","5990884","2","1","621868"
"621893","621949","","1","621893"
"621893","621997","2","1","621893"
"621893","622014","","1","621893"
"621893","622883","2","1","621893"
"621947","621960","2","1","621947"
"622192","622199","2","1","622192"
"622192","622202","2","2","622192"
"622192","622202","3","1","622192"
"622192","622234","2","4","622192"
"622192","622234","3","1","622192"
"622192","622393","","1","622192"
"622192","622419","2","5","622192"
"622226","622238","2","6","622226"
"622226","622238","3","1","622226"
"622226","622309","2","2","622226"
"622226","622335","2","1","622226"
"622226","623167","2","3","622226"
"622226","5693460","","1","622226"
"622226","11730008","","1","622226"
"622227","622634","2","2","622227"
"622300","622305","2","1","622300"
"622300","622306","2","6","622300"
"622300","622310","2","1","622300"
"622300","624758","","1","622300"
"622409","622449","2","3","622409"
"622409","622450","2","36","622409"
"622409","623584","2","34","622409"
"622409","1280749","2","12","622409"
"622409","1636157","","1","622409"
"622409","2029189","2","1","622409"
"622409","2774049","","1","622409"
"622409","4729294","2","1","622409"
"622409","11966815","","1","622409"
"622586","622600","2","2","622586"
"622900","622908","2","1","622900"
"622900","622909","2","15","622900"
"622900","622910","2","5","622900"
"622900","622912","2","1","622900"
"622900","622913","2","1","622900"
"622900","4850668","2","1","622900"
"622902","622973","2","8","622902"
"622902","622974","2","28","622902"
"622902","622975","2","7","622902"
"622902","622976","2","5","622902"
"622902","622977","2","12","622902"
"622902","623150","2","4","622902"
"622902","623284","2","16","622902"
"622902","623647","2","13","622902"
"622902","627032","2","17","622902"
"622902","634376","2","8","622902"
"622902","670619","2","12","622902"
"622902","2959598","2","1","622902"
"622902","4683269","2","31","622902"
"622902","4683398","2","5","622902"
"622902","4697434","2","3","622902"
"622902","5342401","2","1","622902"
"622902","7160887","","1","622902"
"622903","622928","2","2","622903"
"622904","622911","2","1","622904"
"622906","622922","2","2","622906"
"622906","622934","2","6","622906"
"622906","622934","3","1","622906"
"622906","624739","","1","622906"
"622978","622992","","1","622978"
"622978","623015","2","3","622978"
"622978","623031","2","4","622978"
"623006","623012","2","4","623006"
"623006","623012","3","1","623006"
"623006","623020","2","6","623006"
"623006","623020","3","1","623006"
"623006","623024","2","3","623006"
"623006","623025","2","4","623006"
"623006","623025","3","1","623006"
"623010","623050","","1","623010"
"623010","623197","2","1","623010"
"623350","623456","","1","623350"
"623350","641428","2","1","623350"
"623350","641433","","1","623350"
"623735","623855","2","17","623735"
"623735","623855","3","1","623735"
"623735","1938449","2","6","623735"
"623735","2184006","2","38","623735"
"623737","623817","2","3","623737"
"623737","1066061","","1","623737"
"623739","623745","2","5","623739"
"623739","3527948","2","1","623739"
"623739","12552120","2","2","623739"
"623741","625534","2","2","623741"
"623741","778267","","1","623741"
"623909","623956","2","2","623909"
"623909","624241","2","1","623909"
"623909","624261","2","4","623909"
"623909","624843","2","2","623909"
"623909","5841004","","1","623909"
"623922","623931","2","1","623922"
"623922","623988","2","12","623922"
"623922","623995","2","1","623922"
"623922","623995","3","1","623922"
"623922","624054","2","2","623922"
"623922","17892590","","1","623922"
"623922","25122682","","1","623922"
"623923","624381","2","2","623923"
"623923","624672","2","1","623923"
"623924","623940","2","7","623924"
"623924","630019","2","2","623924"
"623924","677907","2","1","623924"
"623924","753055","2","1","623924"
"624116","624149","2","2","624116"
"624116","624151","2","11","624116"
"624116","624158","2","2","624116"
"624116","624169","2","5","624116"
"624116","624907","2","1","624116"
"624116","875577","","1","624116"
"624118","624123","2","6","624118"
"624118","624124","2","7","624118"
"624118","12871750","","1","624118"
"624340","624405","2","2","624340"
"624340","624411","2","1","624340"
"624340","624550","2","1","624340"
"624340","624715","","1","624340"
"624340","624920","","1","624340"
"624340","625957","","1","624340"
"624343","624353","2","7","624343"
"624343","624385","2","3","624343"
"624343","624392","","1","624343"
"624345","624477","3","2","624345"
"624345","624532","2","5","624345"
"624345","624717","","1","624345"
"624345","10409731","","1","624345"
"624647","624656","2","3","624647"
"624647","624661","2","7","624647"
"624647","624662","2","1","624647"
"624647","624667","","1","624647"
"624647","624669","2","1","624647"
"624647","624693","","1","624647"
"624647","624850","","1","624647"
"624647","7797482","","1","624647"
"624651","624674","2","9","624651"
"624653","624658","2","7","624653"
"624653","624658","3","3","624653"
"624653","624670","2","4","624653"
"624653","624679","2","1","624653"
"624653","624737","2","4","624653"
"624653","624765","2","3","624653"
"624653","624765","3","1","624653"
"624653","624864","2","5","624653"
"624653","624988","2","7","624653"
"624653","624988","3","1","624653"
"624653","634194","2","1","624653"
"624749","624753","","1","624749"
"624749","624755","2","3","624749"
"624749","624755","3","1","624749"
"624749","624784","2","7","624749"
"624749","624789","2","1","624749"
"624749","625641","","1","624749"
"624827","624872","2","2","624827"
"624827","624893","2","23","624827"
"624827","1269810","","1","624827"
"624828","624847","2","42","624828"
"624828","624847","3","1","624828"
"624828","3149683","2","1","624828"
"624828","3365371","2","42","624828"
"624828","7713897","2","1","624828"
"624828","7713897","3","1","624828"
"624828","8312657","","1","624828"
"624828","8672825","2","2","624828"
"624828","11916196","2","3","624828"
"624828","20556072","","1","624828"
"624851","624887","2","1","624851"
"624942","624947","2","4","624942"
"624942","1333278","2","2","624942"
"624943","624946","","1","624943"
"624943","624954","2","2","624943"
"624943","624954","3","1","624943"
"624943","626379","2","3","624943"
"624950","624976","2","16","624950"
"624950","625000","2","4","624950"
"624950","625000","3","1","624950"
"624950","625062","2","4","624950"
"624950","625540","2","2","624950"
"624951","624978","2","3","624951"
"624951","624999","2","2","624951"
"624951","625014","2","1","624951"
"624951","625016","2","1","624951"
"625067","626061","2","4","625067"
"625067","670636","2","1","625067"
"625070","625137","2","4","625070"
"625070","824496","","1","625070"
"625071","625085","2","1","625071"
"625071","625087","2","1","625071"
"625071","625090","","1","625071"
"625074","625080","2","1","625074"
"625074","625100","","1","625074"
"625074","625104","","1","625074"
"625302","625322","2","4","625302"
"625302","625342","","1","625302"
"625302","16388714","","1","625302"
"625353","625410","2","1","625353"
"625353","625412","2","4","625353"
"625432","625447","2","4","625432"
"625432","625470","2","2","625432"
"625432","625500","2","2","625432"
"625432","625501","","1","625432"
"625432","625506","2","5","625432"
"625432","625511","2","1","625432"
"625433","625439","2","32","625433"
"625433","625439","3","10","625433"
"625433","625444","2","19","625433"
"625433","625444","3","3","625433"
"625433","625456","2","17","625433"
"625433","625624","2","489","625433"
"625433","625624","3","1","625433"
"625433","5554050","2","5","625433"
"625433","5554673","2","3","625433"
"625433","6128018","2","10","625433"
"625433","7663966","2","34","625433"
"625433","9196808","2","2","625433"
"625433","9196808","3","2","625433"
"625433","9311087","2","15","625433"
"625433","10224110","2","4","625433"
"625433","11357074","2","3","625433"
"625433","12668887","2","2","625433"
"625433","12668887","3","2","625433"
"625433","17301076","2","1","625433"
"625433","19956227","","1","625433"
"625433","23176621","2","2","625433"
"625433","24799838","","1","625433"
"625491","625499","2","5","625491"
"625491","625554","2","1","625491"
"625515","627551","2","3","625515"
"625515","11480744","","1","625515"
"625719","625854","2","3","625719"
"625719","625861","","1","625719"
"625720","634488","","1","625720"
"625721","625739","","1","625721"
"625721","625748","2","6","625721"
"625721","626038","","1","625721"
"625721","1095590","2","1","625721"
"626003","626014","2","7","626003"
"626003","632776","","1","626003"
"626003","5781686","","1","626003"
"626006","626013","2","8","626006"
"626006","626013","3","2","626006"
"626006","626026","","1","626006"
"626006","626027","2","8","626006"
"626006","626029","2","5","626006"
"626006","626044","2","6","626006"
"626006","626168","2","1","626006"
"626006","626177","2","3","626006"
"626006","626189","2","1","626006"
"626006","626236","2","1","626006"
"626006","1428755","","1","626006"
"626613","626621","2","6","626613"
"626613","626633","2","4","626613"
"626613","626640","2","4","626613"
"626617","626638","","1","626617"
"626617","626649","","1","626617"
"626617","626666","2","7","626617"
"626617","626667","2","2","626617"
"626617","627369","2","1","626617"
"626617","627374","","1","626617"
"626688","627181","2","2","626688"
"626688","627375","2","2","626688"
"626692","626720","3","1","626692"
"626692","626760","2","15","626692"
"626692","24777347","","1","626692"
"626697","626713","3","1","626697"
"626697","626721","2","1","626697"
"626697","626722","2","1","626697"
"626697","626722","3","1","626697"
"626697","626745","2","5","626697"
"626697","626790","2","5","626697"
"626697","627864","2","1","626697"
"626754","626814","2","4","626754"
"626754","626824","3","3","626754"
"626754","626917","2","4","626754"
"626754","2308095","2","23","626754"
"626759","626764","2","23","626759"
"626759","626764","3","13","626759"
"626759","626768","2","29","626759"
"626759","626768","3","2","626759"
"626759","626871","2","346","626759"
"626759","627165","2","77","626759"
"626759","627165","3","1","626759"
"626759","627901","2","8","626759"
"626759","627901","3","2","626759"
"626759","16097958","2","4","626759"
"626759","16960687","2","2","626759"
"626759","18181253","2","3","626759"
"626759","18892969","2","33","626759"
"626759","18892969","3","1","626759"
"626865","626973","2","2","626865"
"626867","626976","","1","626867"
"626867","628696","","1","626867"
"626867","4449626","2","1","626867"
"627089","627133","2","3","627089"
"627089","627173","","1","627089"
"627089","627175","2","4","627089"
"627247","627311","2","1","627247"
"627247","627396","","1","627247"
"627248","627471","2","10","627248"
"627250","627259","2","2","627250"
"627250","627283","","1","627250"
"627250","627297","","1","627250"
"627545","627552","2","7","627545"
"627545","627556","3","1","627545"
"627545","627562","2","2","627545"
"627545","627562","3","1","627545"
"627545","627565","2","6","627545"
"627545","627565","3","1","627545"
"627607","627616","2","5","627607"
"627607","627627","3","1","627607"
"627607","3680582","2","2","627607"
"627687","627717","","1","627687"
"627687","628546","","1","627687"
"627687","654683","","1","627687"
"627687","658946","2","1","627687"
"628363","628372","2","1","628363"
"628363","628375","2","2","628363"
"628363","628448","2","2","628363"
"628508","628516","2","2","628508"
"628508","628523","2","12","628508"
"628508","2284485","2","1","628508"
"628744","628786","2","4","628744"
"628744","628786","3","1","628744"
"628744","628787","2","5","628744"
"628744","628895","2","1","628744"
"628796","628827","2","29","628796"
"628796","631500","2","89","628796"
"628796","631535","2","3","628796"
"628796","631535","3","1","628796"
"628796","16446212","2","2","628796"
"629831","629841","2","7","629831"
"629831","629856","2","3","629831"
"629831","630697","2","4","629831"
"629834","629845","","1","629834"
"629834","629849","2","3","629834"
"629913","629943","2","2","629913"
"629913","629943","3","2","629913"
"629913","629951","2","1","629913"
"629913","629951","3","1","629913"
"629913","629982","2","5","629913"
"629913","629992","2","12","629913"
"629913","637299","","1","629913"
"629916","629959","2","2","629916"
"629916","629959","3","1","629916"
"629973","629990","2","7","629973"
"629973","629994","","1","629973"
"629973","630000","2","2","629973"
"629973","630003","","1","629973"
"629973","630011","2","1","629973"
"629973","708303","","1","629973"
"629973","6373520","2","1","629973"
"630027","630169","2","1","630027"
"630027","630313","2","2","630027"
"630027","630313","3","1","630027"
"630027","630374","","1","630027"
"630047","630292","","1","630047"
"630047","630316","2","1","630047"
"630047","630385","2","2","630047"
"630047","630488","","1","630047"
"630047","631761","","1","630047"
"630050","1019373","2","3","630050"
"630652","630677","2","5","630652"
"630652","630677","3","3","630652"
"630652","630686","2","2","630652"
"630652","630690","2","3","630652"
"630652","630716","2","1","630652"
"630652","630740","","1","630652"
"631027","631040","2","1","631027"
"631027","631283","2","1","631027"
"631027","631293","","1","631027"
"631027","631367","","1","631027"
"631027","1765052","","1","631027"
"631028","631057","","1","631028"
"631028","631071","2","1","631028"
"631028","631101","","1","631028"
"631202","631226","2","2","631202"
"631202","631402","2","2","631202"
"631210","631250","","1","631210"
"631210","631353","","1","631210"
"631210","646235","","1","631210"
"631210","21858183","","1","631210"
"631328","825252","","1","631328"
"631328","1282013","2","1","631328"
"631329","631339","2","10","631329"
"631329","631347","2","3","631329"
"631332","631351","2","15","631332"
"631332","631352","2","5","631332"
"631332","631362","2","1","631332"
"631332","631387","2","1","631332"
"631332","1007723","","1","631332"
"631332","3392229","","1","631332"
"631334","631370","2","1","631334"
"631334","631372","","1","631334"
"631334","631374","2","2","631334"
"631334","632130","2","2","631334"
"631346","631363","2","2","631346"
"631346","631398","2","1","631346"
"631346","631415","2","1","631346"
"631350","631547","2","2","631350"
"631350","631547","3","2","631350"
"631350","9493610","2","1","631350"
"631350","12901769","2","27","631350"
"631350","14802375","2","3","631350"
"631361","631379","2","3","631361"
"631361","631389","2","5","631361"
"631361","631390","2","3","631361"
"631361","631413","2","3","631361"
"631714","631719","2","1","631714"
"631714","631730","2","1","631714"
"631714","631730","3","1","631714"
"631714","631864","2","1","631714"
"631715","631740","2","9","631715"
"631794","631818","2","1","631794"
"631798","631901","","1","631798"
"631850","631857","2","3","631850"
"631850","631859","2","46","631850"
"631850","631859","3","1","631850"
"631850","631870","2","7","631850"
"631850","631895","2","3","631850"
"631850","631910","","1","631850"
"631850","631925","2","2","631850"
"631850","631926","2","2","631850"
"631850","631926","3","2","631850"
"631850","631927","2","4","631850"
"631850","631940","","1","631850"
"631850","631946","2","5","631850"
"631850","631962","","1","631850"
"631850","631971","","1","631850"
"631850","631976","","1","631850"
"631850","631981","2","18","631850"
"631850","631981","3","1","631850"
"631850","632014","2","2","631850"
"631850","632034","","1","631850"
"631850","632050","2","2","631850"
