PostTypeId,OwnerUserId,User Link,n
"1","1312219","1312219","4"
"2","1312219","1312219","3"
"2","1312220","1312220","1"
"1","1312222","1312222","3"
"2","1312222","1312222","9"
"1","1312223","1312223","1"
"1","1312225","1312225","4"
"1","1312226","1312226","5"
"2","1312226","1312226","5"
"2","1312227","1312227","1"
"1","1474677","1474677","2"
"1","1474678","1474678","1"
"1","1474680","1474680","1"
"2","1474680","1474680","1"
"1","1474682","1474682","66"
"2","1474682","1474682","3"
"1","1474685","1474685","5"
"2","1474685","1474685","4"
"2","1474687","1474687","8"
"2","1474689","1474689","1"
"1","1474693","1474693","2"
"2","1474693","1474693","3"
"2","1474698","1474698","1"
"1","1474701","1474701","7"
"2","1474702","1474702","1"
"1","1474703","1474703","1"
"1","1474704","1474704","1"
"1","1474706","1474706","1"
"2","1474706","1474706","12"
"1","1474707","1474707","2"
"1","1474708","1474708","4"
"1","1474709","1474709","4"
"2","1474709","1474709","1"
"2","1474712","1474712","5"
"1","1474720","1474720","5"
"2","1474720","1474720","7"
"1","1474722","1474722","1"
"2","1474722","1474722","1"
"1","1474723","1474723","17"
"2","1474723","1474723","2"
"2","1474724","1474724","8"
"1","1474727","1474727","1"
"1","1474728","1474728","4"
"2","1474729","1474729","1"
"1","1474732","1474732","2"
"1","1474733","1474733","1"
"2","1474734","1474734","1"
"1","1474737","1474737","5"
"2","1474737","1474737","1"
"1","1474739","1474739","39"
"2","1474739","1474739","59"
"4","1474739","1474739","1"
"5","1474739","1474739","1"
"1","1474740","1474740","1"
"2","1474740","1474740","2"
"2","1474743","1474743","2"
"1","1474744","1474744","1"
"1","1474746","1474746","1"
"1","1474748","1474748","1"
"1","1474750","1474750","10"
"2","1474750","1474750","5"
"1","1474757","1474757","1"
"2","1474757","1474757","7"
"1","1474760","1474760","4"
"2","1474760","1474760","2"
"1","1474761","1474761","1"
"1","1474763","1474763","1"
"2","1474763","1474763","1"
"1","1474767","1474767","2"
"1","1474768","1474768","2"
"2","1474768","1474768","3"
"1","1474770","1474770","3"
"2","1474770","1474770","2"
"1","1474771","1474771","1"
"2","1474772","1474772","1"
"1","1474775","1474775","3"
"2","1474775","1474775","1"
"1","1474777","1474777","63"
"2","1474777","1474777","8"
"1","1474778","1474778","2"
"1","1474779","1474779","1"
"2","1474779","1474779","5"
"1","1474780","1474780","2"
"2","1474780","1474780","26"
"1","1474781","1474781","1"
"1","1474782","1474782","1"
"1","1474783","1474783","1"
"2","1474783","1474783","2"
"1","1474784","1474784","16"
"2","1474784","1474784","5"
"1","1474787","1474787","6"
"2","1474787","1474787","16"
"1","1474788","1474788","1"
"1","1474789","1474789","1"
"1","1474790","1474790","3"
"2","1474791","1474791","1"
"1","1474794","1474794","3"
"1","1474800","1474800","1"
"2","1474801","1474801","3"
"1","1474802","1474802","1"
"2","1474802","1474802","3"
"1","1474806","1474806","4"
"1","1474809","1474809","1"
"1","1474810","1474810","4"
"1","1474811","1474811","9"
"2","1474811","1474811","1"
"1","1474814","1474814","1"
"1","1474815","1474815","4"
"2","1474815","1474815","19"
"1","1474817","1474817","9"
"2","1474817","1474817","34"
"1","1474819","1474819","4"
"1","1474820","1474820","1"
"1","1474824","1474824","2"
"2","1474825","1474825","1"
"2","1474827","1474827","1"
"1","1474829","1474829","7"
"2","1474829","1474829","1"
"1","1474830","1474830","3"
"1","1474831","1474831","2"
"2","1474831","1474831","1"
"2","1474833","1474833","4"
"1","1474834","1474834","1"
"2","1474838","1474838","2"
"2","1474842","1474842","1"
"1","1474844","1474844","2"
"1","1474845","1474845","1"
"1","1474847","1474847","19"
"2","1474847","1474847","9"
"1","1474850","1474850","1"
"2","1474850","1474850","1"
"1","1474853","1474853","1"
"1","1474856","1474856","3"
"2","1474856","1474856","2"
"1","1474857","1474857","1"
"1","1474858","1474858","11"
"2","1474858","1474858","7"
"1","1474863","1474863","1"
"2","1474863","1474863","2"
"1","1474864","1474864","1"
"1","1474865","1474865","1"
"1","1474867","1474867","2"
"1","1474868","1474868","32"
"2","1474868","1474868","2"
"1","1474869","1474869","18"
"2","1474869","1474869","3"
"2","1474871","1474871","1"
"1","1474872","1474872","2"
"1","1474876","1474876","1"
"2","1474876","1474876","1"
"2","1474877","1474877","1"
"1","1474878","1474878","11"
"2","1474878","1474878","1"
"1","1474880","1474880","1"
"1","1474881","1474881","1"
"1","1474882","1474882","9"
"1","1474883","1474883","1"
"1","1474886","1474886","11"
"2","1474886","1474886","8"
"2","1474887","1474887","1"
"1","1474888","1474888","1"
"1","1474891","1474891","1"
"1","1474892","1474892","1"
"1","1474893","1474893","1"
"1","1474894","1474894","3"
"2","1474894","1474894","1"
"1","1474895","1474895","11"
"2","1474897","1474897","1"
"1","1474899","1474899","18"
"2","1474899","1474899","2"
"2","1474902","1474902","3"
"1","1474904","1474904","1"
"1","1474906","1474906","1"
"1","1474908","1474908","2"
"2","1474908","1474908","1"
"1","1474910","1474910","2"
"2","1474910","1474910","16"
"1","1474911","1474911","5"
"2","1474911","1474911","2"
"1","1474912","1474912","1"
"2","1474913","1474913","9"
"2","1474915","1474915","3"
"1","1474917","1474917","6"
"2","1474917","1474917","3"
"1","1474918","1474918","5"
"2","1474919","1474919","1"
"1","1474921","1474921","107"
"2","1474921","1474921","6"
"1","1474922","1474922","24"
"2","1474922","1474922","1"
"1","1474923","1474923","2"
"1","1474925","1474925","12"
"2","1474925","1474925","8"
"2","1474926","1474926","1"
"1","1474928","1474928","5"
"2","1474928","1474928","1"
"2","1474929","1474929","1"
"2","1474932","1474932","1"
"1","1474933","1474933","2"
"1","1474934","1474934","23"
"2","1474934","1474934","13"
"2","1474935","1474935","1"
"1","1474938","1474938","1"
"1","1474939","1474939","2"
"2","1474939","1474939","22"
"1","1474941","1474941","5"
"2","1474941","1474941","6"
"1","1474943","1474943","12"
"2","1474943","1474943","24"
"1","1474944","1474944","13"
"2","1474944","1474944","65"
"1","1474946","1474946","10"
"2","1474946","1474946","12"
"1","1474947","1474947","1"
"1","1474948","1474948","2"
"1","1474949","1474949","1"
"2","1474949","1474949","1"
"1","1474950","1474950","1"
"1","1474952","1474952","1"
"1","1474955","1474955","1"
"1","1474957","1474957","1"
"2","1474959","1474959","1"
"1","1474960","1474960","1"
"2","1474963","1474963","8"
"2","1474965","1474965","1"
"1","1474967","1474967","7"
"1","1474968","1474968","22"
"2","1474968","1474968","1"
"2","1474970","1474970","1"
"1","1474971","1474971","1"
"1","1474972","1474972","2"
"1","1474973","1474973","1"
"1","1474974","1474974","14"
"2","1474974","1474974","3"
"1","1474977","1474977","1"
"1","1474978","1474978","2"
"1","1474979","1474979","3"
"1","1474982","1474982","1"
"1","1474984","1474984","1"
"1","1474987","1474987","1"
"1","1474988","1474988","4"
"1","1474989","1474989","1"
"2","1474989","1474989","2"
"1","1474991","1474991","1"
"1","1474992","1474992","4"
"1","1474994","1474994","6"
"2","1474994","1474994","5"
"2","1474995","1474995","2"
"1","1474996","1474996","3"
"1","1474997","1474997","3"
"1","1474999","1474999","6"
"2","1474999","1474999","35"
"2","1475000","1475000","1"
"1","1475002","1475002","1"
"1","1475003","1475003","1"
"1","1475004","1475004","2"
"2","1475004","1475004","1"
"1","1475008","1475008","3"
"2","1475008","1475008","1"
"2","1475012","1475012","1"
"1","1475013","1475013","5"
"2","1475013","1475013","2"
"1","1475014","1475014","2"
"2","1475014","1475014","1"
"1","1475021","1475021","7"
"2","1475021","1475021","2"
"1","1475022","1475022","6"
"2","1475022","1475022","2"
"1","1475028","1475028","2"
"2","1475028","1475028","8"
"1","1475029","1475029","12"
"2","1475029","1475029","3"
"2","1475031","1475031","1"
"1","1475032","1475032","1"
"1","1475035","1475035","1"
"2","1475035","1475035","1"
"1","1475036","1475036","1"
"2","1475038","1475038","1"
"1","1475039","1475039","1"
"2","1475039","1475039","8"
"1","1475042","1475042","5"
"1","1475045","1475045","1"
"1","1475046","1475046","2"
"2","1475047","1475047","1"
"2","1475048","1475048","1"
"1","1475051","1475051","1"
"1","1475054","1475054","8"
"2","1475054","1475054","11"
"1","1475055","1475055","9"
"2","1475055","1475055","2"
"1","1475058","1475058","1"
"1","1475059","1475059","1"
"1","1475060","1475060","1"
"1","1475061","1475061","5"
"1","1475064","1475064","17"
"2","1475064","1475064","3"
"1","1475066","1475066","16"
"1","1475068","1475068","28"
"2","1475068","1475068","5"
"1","1475070","1475070","1"
"1","1475072","1475072","10"
"2","1475072","1475072","20"
"1","1475074","1475074","1"
"1","1475076","1475076","3"
"1","1475077","1475077","1"
"1","1475078","1475078","4"
"2","1475078","1475078","3"
"1","1475081","1475081","4"
"1","1475082","1475082","11"
"1","1475084","1475084","1"
"2","1475086","1475086","1"
"1","1475087","1475087","1"
"2","1475087","1475087","2"
"1","1475089","1475089","10"
"2","1475089","1475089","2"
"1","1475090","1475090","1"
"2","1475090","1475090","3"
"2","1475092","1475092","4"
"1","1475093","1475093","1"
"1","1475094","1475094","2"
"1","1475097","1475097","1"
"1","1475102","1475102","1"
"2","1475102","1475102","18"
"1","1475103","1475103","1"
"2","1475103","1475103","28"
"2","1475104","1475104","1"
"1","1475107","1475107","2"
"2","1475108","1475108","6"
"1","1475109","1475109","1"
"1","1475110","1475110","12"
"2","1475110","1475110","1"
"2","1475111","1475111","1"
"1","1475112","1475112","7"
"2","1475115","1475115","1"
"1","1475116","1475116","1"
"2","1475116","1475116","4"
"1","1475119","1475119","1"
"2","1475119","1475119","3"
"2","1475120","1475120","1"
"1","1475122","1475122","4"
"2","1475122","1475122","5"
"1","1475123","1475123","1"
"1","1475127","1475127","33"
"1","1475128","1475128","3"
"2","1475131","1475131","1"
"1","1475133","1475133","13"
"2","1475133","1475133","11"
"1","1475135","1475135","4"
"2","1475135","1475135","1"
"1","1475136","1475136","2"
"2","1475136","1475136","2"
"1","1475138","1475138","1"
"2","1475139","1475139","1"
"2","1475142","1475142","1"
"2","1475144","1475144","1"
"1","1475145","1475145","2"
"2","1475148","1475148","4"
"2","1475150","1475150","1"
"1","1475151","1475151","1"
"1","1475152","1475152","1"
"1","1475154","1475154","1"
"2","1475155","1475155","1"
"1","1475158","1475158","1"
"1","1475159","1475159","23"
"2","1475159","1475159","1"
"1","1475161","1475161","1"
"1","1475162","1475162","1"
"1","1475164","1475164","1"
"2","1475165","1475165","1"
"1","1475166","1475166","1"
"1","1475170","1475170","1"
"1","1475176","1475176","1"
"1","1475179","1475179","18"
"2","1475179","1475179","7"
"1","1475180","1475180","11"
"1","1475183","1475183","4"
"2","1475183","1475183","3"
"2","1475184","1475184","1"
"1","1475185","1475185","1"
"1","1475187","1475187","1"
"2","1475187","1475187","1"
"2","1475189","1475189","1"
"1","1475191","1475191","2"
"1","1475193","1475193","19"
"1","1475194","1475194","4"
"1","1475195","1475195","7"
"2","1475195","1475195","2"
"1","1475197","1475197","13"
"2","1475197","1475197","10"
"1","1475199","1475199","1"
"2","1475199","1475199","2"
"1","1475202","1475202","22"
"2","1475202","1475202","9"
"1","1475203","1475203","7"
"2","1475203","1475203","6"
"2","1475204","1475204","1"
"1","1475205","1475205","1"
"1","1475206","1475206","4"
"2","1475206","1475206","1"
"1","1475207","1475207","4"
"2","1475207","1475207","1"
"1","1475209","1475209","1"
"1","1475210","1475210","1"
"2","1475210","1475210","3"
"1","1475212","1475212","3"
"2","1475212","1475212","8"
"1","1475213","1475213","1"
"2","1475213","1475213","1"
"2","1475214","1475214","1"
"1","1475216","1475216","4"
"2","1475216","1475216","2"
"1","1475217","1475217","1"
"2","1475219","1475219","1"
"1","1475220","1475220","71"
"2","1475220","1475220","23"
"1","1475225","1475225","1"
"2","1475225","1475225","2"
"1","1475226","1475226","1"
"2","1475227","1475227","1"
"2","1475228","1475228","3"
"2","1475231","1475231","1"
"1","1475233","1475233","1"
"1","1475234","1475234","40"
"2","1475234","1475234","16"
"1","1475235","1475235","1"
"1","1475236","1475236","4"
"2","1475236","1475236","12"
"2","1475238","1475238","1"
"1","1475239","1475239","3"
"2","1475239","1475239","1"
"2","1475240","1475240","1"
"1","1475241","1475241","10"
"2","1475242","1475242","1"
"1","1475244","1475244","5"
"2","1475244","1475244","5"
"1","1475247","1475247","2"
"1","1475254","1475254","5"
"2","1475254","1475254","2"
"1","1475259","1475259","2"
"2","1475259","1475259","3"
"1","1475265","1475265","2"
"2","1475265","1475265","20"
"1","1475267","1475267","1"
"1","1475268","1475268","14"
"1","1475269","1475269","8"
"1","1475273","1475273","1"
"2","1475274","1475274","1"
"1","1475276","1475276","2"
"2","1475276","1475276","1"
"2","1475279","1475279","1"
"2","1475283","1475283","1"
"1","1475284","1475284","1"
"2","1475284","1475284","1"
"1","1475285","1475285","1"
"1","1475286","1475286","1"
"1","1475287","1475287","3"
"2","1475287","1475287","2"
"1","1475288","1475288","3"
"1","1475289","1475289","3"
"1","1475290","1475290","1"
"2","1475291","1475291","1"
"1","1475292","1475292","2"
"1","1475293","1475293","6"
"2","1475293","1475293","1"
"1","1475294","1475294","1"
"1","1475297","1475297","12"
"2","1475297","1475297","1"
"2","1475299","1475299","1"
"1","1475303","1475303","1"
"1","1475309","1475309","2"
"2","1475309","1475309","1"
"1","1475310","1475310","1"
"1","1475312","1475312","12"
"2","1475312","1475312","6"
"1","1475313","1475313","1"
"2","1475313","1475313","1"
"1","1475314","1475314","1"
"1","1475318","1475318","3"
"1","1475319","1475319","1"
"1","1475320","1475320","4"
"2","1475320","1475320","3"
"1","1475321","1475321","3"
"2","1475321","1475321","6"
"1","1475322","1475322","22"
"2","1475322","1475322","11"
"1","1475323","1475323","2"
"1","1475324","1475324","30"
"2","1475324","1475324","194"
"1","1475326","1475326","1"
"2","1475326","1475326","1"
"2","1475328","1475328","1"
"1","1475329","1475329","3"
"2","1475329","1475329","1"
"1","1475331","1475331","17"
"2","1475331","1475331","21"
"1","1475332","1475332","1"
"2","1475332","1475332","1"
"1","1475334","1475334","2"
"2","1475337","1475337","17"
"1","1475339","1475339","8"
"2","1475339","1475339","272"
"1","1475343","1475343","1"
"1","1475344","1475344","2"
"2","1475344","1475344","3"
"1","1475346","1475346","3"
"2","1475346","1475346","88"
"1","1475352","1475352","1"
"2","1475352","1475352","1"
"2","1475353","1475353","1"
"1","1475354","1475354","7"
"1","1475356","1475356","1"
"1","1475357","1475357","2"
"1","1475358","1475358","5"
"1","1475362","1475362","1"
"2","1475363","1475363","1"
"1","1475366","1475366","1"
"1","1475369","1475369","2"
"2","1475369","1475369","1"
"1","1475370","1475370","1"
"2","1475374","1475374","1"
"1","1475376","1475376","1"
"2","1475377","1475377","1"
"1","1475380","1475380","1"
"1","1475381","1475381","1"
"1","1475386","1475386","2"
"1","1475388","1475388","12"
"1","1475391","1475391","1"
"1","1475397","1475397","1"
"1","1475398","1475398","2"
"2","1475398","1475398","5"
"1","1475399","1475399","1"
"1","1475400","1475400","3"
"2","1475400","1475400","1"
"1","1475402","1475402","1"
"1","1475403","1475403","5"
"1","1475405","1475405","1"
"1","1475406","1475406","2"
"1","1475408","1475408","4"
"2","1475409","1475409","1"
"2","1475410","1475410","1"
"2","1475411","1475411","7"
"1","1475412","1475412","9"
"2","1475412","1475412","1"
"1","1475415","1475415","3"
"1","1475418","1475418","1"
"1","1475420","1475420","2"
"1","1475421","1475421","1"
"2","1475422","1475422","2"
"1","1475423","1475423","10"
"2","1475423","1475423","18"
"1","1475424","1475424","1"
"1","1475425","1475425","5"
"2","1475425","1475425","2"
"1","1475428","1475428","1"
"2","1475428","1475428","1"
"1","1475429","1475429","7"
"2","1475429","1475429","4"
"1","1475433","1475433","5"
"2","1475433","1475433","3"
"2","1475434","1475434","1"
"1","1475436","1475436","9"
"1","1475439","1475439","6"
"1","1475441","1475441","8"
"1","1475442","1475442","11"
"2","1475442","1475442","2"
"2","1475443","1475443","1"
"1","1475444","1475444","1"
"2","1475446","1475446","1"
"1","1475447","1475447","3"
"1","1475451","1475451","2"
"2","1475451","1475451","1"
"1","1475454","1475454","2"
"2","1475454","1475454","1"
"2","1475456","1475456","1"
"1","1475457","1475457","1"
"2","1475459","1475459","1"
"1","1475460","1475460","2"
"2","1475460","1475460","1"
"1","1475461","1475461","21"
"2","1475461","1475461","303"
"1","1475463","1475463","3"
"2","1475463","1475463","1"
"2","1475464","1475464","6"
"1","1475466","1475466","1"
"1","1475467","1475467","1"
"2","1475468","1475468","1"
"2","1475473","1475473","1"
"1","1475475","1475475","1"
"1","1475476","1475476","1"
"1","1475477","1475477","4"
"2","1475477","1475477","1"
"1","1475478","1475478","12"
"2","1475478","1475478","8"
"1","1475479","1475479","11"
"2","1475479","1475479","1"
"1","1475482","1475482","7"
"2","1475482","1475482","3"
"1","1475483","1475483","6"
"2","1475483","1475483","5"
"1","1475484","1475484","1"
"1","1475485","1475485","7"
"2","1475485","1475485","11"
"1","1475488","1475488","7"
"2","1475488","1475488","1"
"1","1475493","1475493","7"
"2","1475493","1475493","1"
"1","1475494","1475494","1"
"1","1475495","1475495","1"
"1","1475497","1475497","3"
"1","1475504","1475504","8"
"2","1475504","1475504","2"
"1","1475505","1475505","1"
"1","1475507","1475507","1"
"1","1475509","1475509","2"
"1","1475510","1475510","1"
"2","1475511","1475511","1"
"1","1475512","1475512","2"
"2","1475519","1475519","21"
"1","1475521","1475521","25"
"1","1475522","1475522","3"
"1","1475523","1475523","22"
"1","1475524","1475524","1"
"1","1475526","1475526","6"
"2","1475526","1475526","2"
"1","1475527","1475527","1"
"2","1475528","1475528","1"
"1","1475530","1475530","1"
"2","1475533","1475533","1"
"1","1475534","1475534","1"
"1","1475538","1475538","3"
"2","1475538","1475538","3"
"1","1475540","1475540","1"
"1","1475541","1475541","12"
"1","1475544","1475544","1"
"1","1475547","1475547","4"
"2","1475547","1475547","8"
"1","1475548","1475548","28"
"2","1475548","1475548","73"
"1","1475550","1475550","2"
"1","1600027","1600027","1"
"1","1600028","1600028","4"
"2","1600028","1600028","24"
"1","1600030","1600030","1"
"1","1600031","1600031","1"
"1","1600032","1600032","61"
"2","1600032","1600032","106"
"1","1600038","1600038","1"
"2","1600038","1600038","3"
"2","1600039","1600039","2"
"2","1600040","1600040","1"
"2","1600042","1600042","1"
"1","1600044","1600044","3"
"2","1600044","1600044","4"
"1","1600045","1600045","1"
"1","1600046","1600046","10"
"2","1600046","1600046","4"
"1","1600047","1600047","3"
"2","1600047","1600047","3"
"1","1600048","1600048","2"
"1","1600050","1600050","2"
"2","1600050","1600050","45"
"2","1600051","1600051","57"
"1","1600052","1600052","7"
"2","1600052","1600052","4"
"1","1600053","1600053","1"
"2","1600054","1600054","1"
"1","1600055","1600055","3"
"2","1600055","1600055","1"
"1","1600058","1600058","25"
"2","1600058","1600058","145"
"1","1600059","1600059","1"
"2","1600061","1600061","3"
"2","1600062","1600062","1"
"1","1600063","1600063","4"
"1","1600070","1600070","4"
"1","1600071","1600071","2"
"2","1600075","1600075","1"
"2","1600076","1600076","2"
"2","1600078","1600078","2"
"2","1600080","1600080","2"
"1","1600083","1600083","2"
"1","1600084","1600084","6"
"2","1600085","1600085","1"
"1","1600087","1600087","1"
"1","1600090","1600090","1"
"2","1600090","1600090","8"
"2","1600091","1600091","4"
"1","1600092","1600092","3"
"2","1600092","1600092","5"
"1","1600098","1600098","1"
"2","1600098","1600098","10"
"1","1600099","1600099","2"
"1","1600104","1600104","1"
"2","1600107","1600107","1"
"1","1600108","1600108","41"
"2","1600108","1600108","5"
"1","1600110","1600110","1"
"1","1600111","1600111","5"
"2","1600111","1600111","2"
"1","1600115","1600115","1"
"2","1600115","1600115","3"
"1","1600117","1600117","1"
"2","1600119","1600119","1"
"2","1600120","1600120","1"
"1","1600121","1600121","1"
"2","1600121","1600121","24"
"1","1600122","1600122","7"
"2","1600122","1600122","1"
"1","1600123","1600123","13"
"2","1600123","1600123","2"
"1","1600124","1600124","2"
"2","1600124","1600124","35"
"1","1600128","1600128","1"
"2","1600130","1600130","1"
"1","1600131","1600131","2"
"2","1600140","1600140","4"
"1","1600142","1600142","6"
"2","1600142","1600142","1"
"1","1600144","1600144","2"
"1","1600145","1600145","2"
"2","1600145","1600145","29"
"1","1600160","1600160","1"
"2","1600161","1600161","1"
"1","1600162","1600162","2"
"2","1600162","1600162","27"
"2","1600165","1600165","1"
"1","1600166","1600166","67"
"2","1600166","1600166","2"
"1","1600169","1600169","8"
"1","1600170","1600170","1"
"1","1600173","1600173","1"
"2","1600173","1600173","1"
"1","1600174","1600174","1"
"1","1600176","1600176","1"
"1","1600177","1600177","14"
"2","1600177","1600177","2"
"2","1600178","1600178","4"
"2","1600179","1600179","1"
"1","1600181","1600181","1"
"2","1600184","1600184","5"
"1","1600186","1600186","1"
"1","1600188","1600188","2"
"2","1600188","1600188","1"
"1","1600190","1600190","11"
"2","1600190","1600190","3"
"1","1600193","1600193","18"
"2","1600193","1600193","51"
"2","1600195","1600195","1"
"1","1600196","1600196","2"
"2","1600196","1600196","9"
"1","1600198","1600198","10"
"1","1600202","1600202","3"
"1","1600204","1600204","1"
"1","1600206","1600206","20"
"1","1600213","1600213","1"
"2","1600213","1600213","1"
"1","1600214","1600214","17"
"2","1600214","1600214","2"
"1","1600215","1600215","1"
"1","1600218","1600218","1"
"2","1600219","1600219","1"
"2","1600221","1600221","1"
"1","1600222","1600222","2"
"1","1600223","1600223","1"
"2","1600223","1600223","5"
"1","1600224","1600224","1"
"1","1600229","1600229","1"
"2","1600229","1600229","8"
"1","1600231","1600231","6"
"2","1600231","1600231","21"
"1","1600233","1600233","3"
"2","1600233","1600233","2"
"1","1600240","1600240","2"
"2","1600240","1600240","1"
"2","1600242","1600242","1"
"2","1600243","1600243","1"
"1","1600246","1600246","1"
"1","1600247","1600247","1"
"1","1600249","1600249","11"
"1","1600252","1600252","1"
"2","1600252","1600252","11"
"2","1600253","1600253","1"
"1","1600255","1600255","1"
"1","1600259","1600259","3"
"1","1600263","1600263","1"
"1","1600265","1600265","2"
"1","1600266","1600266","1"
"2","1600273","1600273","1"
"1","1600274","1600274","2"
"2","1600275","1600275","1"
"1","1600276","1600276","9"
"1","1600278","1600278","11"
"2","1600278","1600278","2"
"1","1600280","1600280","2"
"1","1600282","1600282","3"
"2","1600282","1600282","1"
"1","1600289","1600289","6"
"1","1600290","1600290","1"
"2","1600295","1600295","41"
"2","1600298","1600298","2"
"1","1600299","1600299","5"
"2","1600300","1600300","1"
"1","1600301","1600301","1"
"1","1600302","1600302","2"
"2","1600302","1600302","2"
"1","1600303","1600303","1"
"1","1600304","1600304","3"
"1","1600305","1600305","9"
"1","1600306","1600306","2"
"2","1600306","1600306","1"
"2","1600307","1600307","1"
"2","1600308","1600308","2"
"1","1600311","1600311","1"
"1","1600312","1600312","17"
"2","1600312","1600312","13"
"1","1600314","1600314","1"
"1","1600315","1600315","3"
"1","1600316","1600316","3"
"2","1600316","1600316","92"
"1","1600317","1600317","1"
"1","1600319","1600319","7"
"2","1600319","1600319","6"
"1","1600320","1600320","1"
"1","1600323","1600323","2"
"2","1600323","1600323","19"
"1","1600327","1600327","1"
"1","1600329","1600329","1"
"1","1600330","1600330","3"
"2","1600330","1600330","1"
"1","1600331","1600331","1"
"1","1600332","1600332","1"
"1","1600334","1600334","1"
"1","1600336","1600336","50"
"2","1600336","1600336","26"
"2","1600339","1600339","10"
"2","1600341","1600341","1"
"2","1600344","1600344","10"
"1","1600349","1600349","1"
"1","1600350","1600350","1"
"2","1600352","1600352","1"
"2","1600353","1600353","1"
"1","1600354","1600354","1"
"2","1600354","1600354","6"
"1","1600355","1600355","5"
"2","1600355","1600355","4"
"1","1600356","1600356","22"
"2","1600356","1600356","4"
"1","1600358","1600358","1"
"1","1600359","1600359","93"
"2","1600359","1600359","8"
"1","1600361","1600361","1"
"2","1600361","1600361","3"
"1","1600362","1600362","2"
"1","1600366","1600366","2"
"2","1600367","1600367","2"
"1","1600368","1600368","1"
"1","1600369","1600369","1"
"1","1600372","1600372","1"
"1","1600373","1600373","2"
"2","1600373","1600373","1"
"1","1600374","1600374","9"
"2","1600374","1600374","1"
"2","1600375","1600375","1"
"1","1600377","1600377","2"
"1","1600378","1600378","1"
"1","1600379","1600379","2"
"2","1600379","1600379","106"
"1","1600385","1600385","1"
"1","1600387","1600387","3"
"2","1600387","1600387","14"
"2","1600390","1600390","28"
"2","1600391","1600391","1"
"1","1600393","1600393","2"
"2","1600394","1600394","1"
"1","1600395","1600395","2"
"2","1600397","1600397","1"
"1","1600400","1600400","12"
"2","1600400","1600400","3"
"2","1600401","1600401","7"
"1","1600402","1600402","7"
"1","1600404","1600404","8"
"2","1600404","1600404","6"
"2","1600405","1600405","1"
"1","1600407","1600407","1"
"1","1600412","1600412","2"
"2","1600412","1600412","47"
"1","1600413","1600413","12"
"2","1600413","1600413","8"
"1","1600414","1600414","1"
"1","1600415","1600415","4"
"2","1600415","1600415","4"
"1","1600417","1600417","2"
"1","1600419","1600419","158"
"2","1600419","1600419","17"
"2","1600421","1600421","2"
"1","1600422","1600422","3"
"2","1600422","1600422","21"
"1","1600423","1600423","17"
"1","1600424","1600424","23"
"2","1600424","1600424","9"
"1","1600425","1600425","1"
"1","1600426","1600426","1"
"2","1600428","1600428","3"
"1","1600435","1600435","6"
"1","1600436","1600436","3"
"2","1600436","1600436","3"
"1","1600439","1600439","2"
"1","1600440","1600440","2"
"2","1600441","1600441","8"
"2","1600444","1600444","1"
"1","1600445","1600445","1"
"2","1600445","1600445","20"
"2","1600446","1600446","1"
"1","1600447","1600447","3"
"1","1600450","1600450","2"
"2","1600450","1600450","1"
"2","1600451","1600451","1"
"2","1600453","1600453","1"
"1","1600456","1600456","5"
"2","1600456","1600456","1"
"1","1600459","1600459","4"
"2","1600459","1600459","1"
"1","1600460","1600460","2"
"1","1600464","1600464","5"
"2","1600464","1600464","1"
"1","1600466","1600466","2"
"1","1600470","1600470","1"
"2","1600470","1600470","4"
"1","1600471","1600471","1"
"1","1600472","1600472","3"
"2","1600472","1600472","2"
"1","1600474","1600474","1"
"2","1600475","1600475","1"
"1","1600476","1600476","2"
"2","1600476","1600476","1"
"1","1600477","1600477","10"
"1","1600478","1600478","1"
"1","1600481","1600481","1"
"2","1600482","1600482","17"
"1","1600486","1600486","1"
"2","1600487","1600487","1"
"1","1600491","1600491","3"
"2","1600491","1600491","9"
"1","1600492","1600492","5"
"2","1600492","1600492","9"
"2","1600495","1600495","1"
"1","1600496","1600496","1"
"1","1600498","1600498","2"
"2","1600499","1600499","1"
"1","1600502","1600502","12"
"2","1600502","1600502","3"
"1","1600504","1600504","4"
"2","1600505","1600505","10"
"1","1600506","1600506","11"
"1","1600509","1600509","2"
"1","1600516","1600516","2"
"1","1600517","1600517","1"
"1","1600518","1600518","1"
"1","1600519","1600519","7"
"2","1600519","1600519","3"
"1","1600521","1600521","2"
"1","1600522","1600522","7"
"1","1600523","1600523","14"
"2","1600523","1600523","2"
"2","1600525","1600525","1"
"1","1600526","1600526","1"
"2","1600527","1600527","1"
"1","1600528","1600528","5"
"1","1600530","1600530","1"
"1","1600531","1600531","1"
"2","1600531","1600531","3"
"1","1600532","1600532","11"
"1","1600533","1600533","23"
"2","1600533","1600533","7"
"2","1600535","1600535","12"
"1","1600536","1600536","1"
"1","1600539","1600539","1"
"1","1600540","1600540","5"
"1","1600541","1600541","1"
"1","1600543","1600543","1"
"2","1600544","1600544","1"
"1","1600545","1600545","3"
"2","1600546","1600546","1"
"2","1600548","1600548","1"
"1","1600550","1600550","5"
"1","1600551","1600551","3"
"2","1600551","1600551","1"
"1","1600552","1600552","5"
"2","1600552","1600552","1"
"1","1600554","1600554","1"
"1","1600556","1600556","12"
"2","1600557","1600557","1"
"1","1600558","1600558","10"
"2","1600558","1600558","2"
"1","1600559","1600559","2"
"1","1600560","1600560","1"
"2","1600562","1600562","2"
"1","1600564","1600564","2"
